UserID,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page,Taken_product
1000758,255,iOS and Android,7560,1,4,Social media,75,9725,0,No,11,No,4,1,16,No
1000759,,iOS and Android,38115,1,2,Entertainment,66,11904,3,Yes,14,No,3,1,14,No
1000760,,iOS and Android,27580,24,4,Medical,36,2177,1,No,16,No,1,0,6,No
1000761,397,iOS,4340,1,3,Social media,38,7525,2,No,12,No,1,1,30,No
1000762,270,iOS and Android,23100,15,3,Other,81,4834,7,No,14,No,2,1,9,Yes
1000763,195,iOS,11970,1,3,Financial,57,2042,6,Yes,14,No,2,1,6,Yes
1000764,255,iOS and Android,46655,10,4,Financial,87,2220,1,Yes,19,No,4,1,1,No
1000765,210,iOS and Android,40040,10,1,Medical,74,1052,1,No,22,Yes,2,0,1,No
1000766,285,iOS,41510,1,4,Other,44,2821,3,No,16,No,1,1,8,No
1000767,375,iOS and Android,51240,1,4,Medical,62,19237,2,Yes,11,No,4,1,29,No
1000768,277,iOS and Android,4340,1,3,,35,4107,3,No,15,No,1,0,8,No
1000769,300,iOS and Android,10500,26,3,Social media,74,8396,1,,14,No,2,1,8,No
1000770,195,iOS,32235,1,1,Medical,,2007,1,No,13,No,3,2,5,No
1000771,345,iOS and Android,15050,1,4,Medical,,19627,9,No,17,No,4,2,23,No
1000772,405,iOS and Android,37870,1,4,Financial,41,10686,6,No,11,No,2,1,13,No
1000773,,iOS,43400,1,3,Medical,63,2942,2,No,19,No,2,1,18,No
1000774,270,iOS and Android,27860,12,5,Medical,51,8858,0,No,11,No,2,0,15,No
1000775,412,ANDROID,,1,1,Medical,40,16756,7,No,15,No,2,0,31,No
1000776,322,iOS and Android,14525,25,3,Medical,79,10798,5,No,13,No,3,1,18,No
1000777,150,iOS,,1,3,Social media,54,2323,1,Yes,14,No,2,0,2,Yes
1000778,157,iOS and Android,46690,10,3,Financial,36,1416,1,No,13,No,1,0,1,Yes
1000779,345,iOS and Android,35105,1,4,Financial,74,4615,8,Yes,23,Yes,1,3,19,No
1000780,382,iOS and Android,46305,1,4,Financial,34,2461,9,Yes,12,No,3,3,18,Yes
1000781,210,ANDROID,47810,24,2,Entertainment,72,8722,1,No,12,No,1,0,10,Yes
1000782,195,iOS and Android,6720,1,2,Medical,59,3955,1,No,16,No,1,2,6,No
1000783,225,iOS and Android,41160,20,3,Other,85,9957,0,No,15,No,3,1,7,No
1000784,307,iOS and Android,,1,2,Entertainment,43,3376,1,No,13,No,3,0,10,No
1000785,285,iOS and Android,11550,17,1,Financial,65,8823,0,No,18,No,1,1,20,No
1000786,300,iOS and Android,52220,20,4,Entertainment,61,10322,4,No,20,Yes,4,1,14,No
1000787,202,ANDROID,44695,1,5,Financial,87,4621,1,No,19,No,4,3,3,No
1000788,412,iOS,38185,1,1,Financial,65,10976,3,No,18,No,2,1,23,No
1000789,210,iOS and Android,29995,10,3,Other,59,3660,3,No,13,No,4,0,10,No
1000790,330,iOS and Android,48160,1,2,Medical,91,10482,9,No,14,No,4,1,24,Yes
1000791,247,iOS and Android,22890,1,3,Financial,34,7119,4,No,15,No,3,1,9,No
1000792,262,iOS and Android,42140,1,3,Entertainment,86,9582,0,Yes,22,Yes,1,0,9,Yes
1000793,247,iOS,28945,29,4,Medical,54,4508,1,,22,Yes,2,0,14,Yes
1000794,210,iOS and Android,31325,15,2,Financial,50,2207,1,No,16,No,4,1,4,No
1000795,255,iOS,21630,1,1,Financial,45,7756,0,No,17,No,3,0,7,No
1000796,277,iOS and Android,,10,4,Financial,88,6694,2,Yes,14,No,3,3,8,No
1000797,187,,42665,1,1,Entertainment,32,3691,1,Yes,15,No,2,1,7,Yes
1000798,195,iOS and Android,46550,21,3,Medical,37,2377,1,No,20,Yes,3,1,1,Yes
1000799,247,iOS and Android,35595,25,3,Medical,55,2313,4,Yes,20,Yes,2,0,5,Yes
1000800,,iOS and Android,16415,1,2,Medical,35,17665,0,No,17,No,4,1,23,No
1000801,210,iOS,,1,3,Medical,45,2596,1,No,15,No,1,2,1,Yes
1000802,375,iOS,,1,4,Other,81,4728,3,Yes,14,No,4,0,5,Yes
1000803,247,iOS,33950,1,3,Financial,3,4302,0,No,17,No,3,1,4,No
1000804,255,ANDROID,24395,1,4,Financial,40,2979,3,No,17,No,4,3,6,No
1000805,360,ANDROID,44170,1,4,Medical,35,16885,2,No,22,Yes,3,0,27,No
1000806,,ANDROID,36750,1,4,Financial,65,5593,1,No,13,No,4,1,15,No
1000807,,iOS and Android,34790,,4,Financial,87,10445,7,No,19,No,4,0,18,No
1000808,285,iOS and Android,26950,,4,Social media,73,8740,0,Yes,14,No,2,2,9,No
1000809,217,iOS and Android,38745,,4,Financial,93,2514,4,No,22,Yes,1,1,11,No
1000810,210,iOS and Android,33250,1,3,Medical,93,7655,0,No,17,No,2,3,10,No
1000811,345,iOS and Android,14210,1,1,Social media,52,17465,3,No,12,No,4,1,23,No
1000812,285,iOS and Android,4550,1,2,Social media,32,7351,7,No,16,No,3,0,10,No
1000813,322,iOS,37870,27,3,Financial,83,10820,8,No,11,No,3,1,18,No
1000814,292,iOS,7105,1,3,Financial,84,12169,7,No,11,No,4,3,21,Yes
1000815,300,iOS and Android,45780,14,3,Medical,44,19626,1,No,14,No,1,0,21,No
1000816,157,iOS and Android,34440,1,1,Entertainment,70,2070,1,Yes,11,No,3,0,2,No
1000817,292,ANDROID,15365,1,3,Financial,70,6782,9,,15,No,3,0,9,No
1000818,270,ANDROID,7595,18,4,Financial,,7779,2,No,20,Yes,1,0,18,No
1000819,232,iOS,27755,20,3,Financial,,2791,0,No,12,No,1,1,3,No
1000820,210,iOS and Android,50785,1,1,Financial,67,3201,0,No,17,No,1,0,6,No
1000821,262,iOS,41370,11,2,Social media,54,4968,1,No,11,No,4,1,5,No
1000822,367,iOS and Android,6090,1,4,Entertainment,56,13120,6,No,17,No,2,1,22,No
1000823,255,iOS,35105,1,2,Financial,95,4033,2,No,11,No,4,0,5,No
1000824,217,iOS,17150,10,3,Financial,61,3291,0,No,14,No,4,2,8,No
1000825,,iOS and Android,6580,29,3,Medical,56,4272,4,No,19,No,1,0,16,No
1000826,217,iOS and Android,25130,1,1,Medical,79,5056,1,Yes,15,No,3,1,10,No
1000827,285,iOS and Android,15155,1,3,Tour and Travel,37,2844,1,No,13,No,4,1,7,No
1000828,210,iOS,27055,1,3,Financial,39,2703,1,Yes,14,No,4,1,3,No
1000829,135,ANDROID,8645,1,1,Medical,80,1904,1,No,12,No,4,0,0,Yes
1000830,247,iOS and Android,21105,1,4,Social media,77,8224,0,Yes,17,No,1,0,6,Yes
1000831,307,iOS and Android,5845,12,4,Financial,46,4766,3,Yes,11,No,1,1,6,No
1000832,232,iOS,,15,3,Medical,72,2610,1,No,12,No,3,1,2,Yes
1000833,277,iOS and Android,12845,25,2,Medical,52,5731,7,No,13,No,3,2,9,No
1000834,202,iOS and Android,6965,1,3,Financial,55,2539,1,No,13,No,3,1,4,No
1000835,255,iOS and Android,49000,1,1,Financial,70,5714,1,No,20,Yes,1,0,6,No
1000836,262,iOS and Android,18480,1,4,Entertainment,100,4323,1,No,17,No,2,0,6,No
1000837,217,iOS and Android,,23,1,Financial,45,7336,1,No,13,No,1,1,11,Yes
1000838,300,iOS,,1,4,Medical,88,13499,9,No,17,No,3,0,20,No
1000839,,iOS,16835,12,3,Financial,44,13758,0,Yes,12,No,2,0,22,Yes
1000840,,iOS and Android,,1,4,Social media,45,5155,7,No,13,No,4,0,9,No
1000841,262,iOS and Android,34370,1,4,Medical,58,2258,6,,12,No,2,1,10,No
1000842,180,iOS and Android,16695,24,3,Medical,49,3597,8,No,22,Yes,4,0,6,No
1000843,210,iOS and Android,51975,12,1,Financial,79,2515,1,Yes,11,No,4,0,1,Yes
1000844,195,iOS and Android,48440,1,4,Medical,82,4420,1,No,22,Yes,2,1,8,No
1000845,225,iOS and Android,29820,10,3,Social media,72,6578,1,No,18,No,1,1,10,No
1000846,300,iOS,31570,26,2,Medical,92,4422,3,Yes,13,No,4,1,16,No
1000847,262,iOS and Android,,1,3,Financial,44,10274,2,No,18,No,2,1,15,No
1000848,255,iOS,23415,1,3,Medical,97,5343,0,No,20,Yes,3,0,14,No
1000849,262,iOS,22260,1,4,Game,47,2376,1,No,13,No,2,1,2,No
1000850,322,iOS and Android,48020,1,3,Social media,85,5346,8,No,13,No,2,0,7,Yes
1000851,240,ANDROID,30170,1,1,Financial,76,2827,1,No,12,No,3,3,1,No
1000852,,iOS and Android,25130,1,4,Entertainment,92,19943,4,No,13,No,4,1,28,No
1000853,217,,,1,1,Medical,54,3131,1,No,13,No,1,1,10,No
1000854,,iOS and Android,,1,2,Financial,54,2552,1,No,25,Yes,3,0,1,No
1000855,,iOS and Android,50995,1,3,Medical,83,4477,4,Yes,19,No,3,1,7,No
1000856,277,iOS and Android,34195,1,3,Financial,56,6474,1,No,13,No,2,1,14,No
1000857,150,iOS and Android,28175,1,3,Financial,87,3033,1,No,12,No,1,0,2,No
1000858,330,iOS and Android,38395,10,4,Financial,96,2936,1,Yes,11,No,3,0,6,Yes
1000859,397,iOS and Android,42805,1,2,Medical,50,18606,3,No,18,No,2,1,26,No
1000860,217,iOS and Android,32970,15,1,Financial,69,2168,0,Yes,18,No,1,1,6,No
1000861,165,iOS,,1,4,Financial,48,2853,0,Yes,11,No,2,1,1,Yes
1000862,345,iOS and Android,49070,1,3,Social media,69,17048,8,No,23,Yes,1,0,28,No
1000863,330,ANDROID,3885,17,3,Financial,74,2290,2,No,13,No,4,0,6,No
1000864,247,iOS and Android,5145,1,3,,99,3600,1,No,13,No,4,1,5,No
1000865,307,ANDROID,31710,1,2,Financial,95,2107,6,No,17,No,1,1,5,Yes
1000866,225,iOS and Android,,29,4,Financial,,4115,8,No,19,No,3,3,8,No
1000867,300,iOS,41440,1,4,Medical,,4327,5,No,12,No,4,3,5,No
1000868,375,iOS,49735,1,3,Medical,3,17856,2,No,22,Yes,3,1,32,No
1000869,210,iOS and Android,41265,19,4,Medical,78,3196,1,No,12,No,3,3,6,No
1000870,345,iOS and Android,50750,15,2,Financial,52,19081,5,No,11,No,1,1,25,No
1000871,262,iOS and Android,47635,17,4,Financial,94,8966,3,Yes,15,No,4,3,15,No
1000872,180,iOS and Android,34440,17,2,Financial,97,2210,1,No,13,No,1,1,1,Yes
1000873,247,iOS,40110,25,3,Medical,82,4539,1,No,12,No,1,1,10,No
1000874,270,iOS and Android,32095,1,4,Financial,60,2741,1,No,14,No,3,1,7,No
1000875,225,iOS and Android,29855,1,4,Financial,49,3491,1,No,13,No,1,3,10,No
1000876,330,iOS and Android,7000,29,4,Other,32,4541,1,No,25,Yes,2,0,20,No
1000877,150,iOS and Android,22890,21,3,Social media,43,2678,1,No,17,No,4,0,2,No
1000878,345,iOS and Android,5250,1,4,Entertainment,60,7379,2,No,11,No,3,1,12,No
1000879,,ANDROID,6265,1,5,Medical,79,6272,7,No,16,No,1,1,10,No
1000880,450,iOS and Android,24360,1,4,Social media,52,5220,0,Yes,18,No,2,1,12,No
1000881,240,iOS,4060,13,3,Other,77,2743,1,No,20,Yes,3,1,2,No
1000882,240,iOS,46060,1,2,Financial,38,4998,4,Yes,14,No,4,0,10,No
1000883,270,iOS and Android,12705,1,3,Entertainment,77,10252,2,Yes,21,Yes,3,1,17,No
1000884,247,iOS and Android,4095,1,3,Medical,60,2781,0,No,13,No,2,1,15,No
1000885,300,iOS and Android,3745,10,3,Entertainment,84,6852,7,No,12,No,2,1,7,No
1000886,187,iOS and Android,47460,10,4,Financial,57,4950,0,No,14,No,2,0,5,No
1000887,225,iOS and Android,,1,3,Medical,63,3579,0,Yes,21,Yes,1,1,12,No
1000888,,iOS,16030,26,5,Medical,60,13191,3,Yes,17,No,3,0,20,No
1000889,262,ANDROID,42420,1,2,Social media,78,10377,4,Yes,11,No,2,1,16,No
1000890,202,iOS and Android,38605,14,3,Financial,42,2235,1,Yes,14,No,4,2,9,No
1000891,405,iOS,33810,1,4,Financial,53,10502,7,No,17,No,1,1,33,No
1000892,330,iOS and Android,39095,1,1,Financial,72,2011,1,No,13,No,4,1,10,No
1000893,,ANDROID,17640,10,3,Medical,96,1859,1,Yes,25,Yes,2,0,1,Yes
1000894,217,iOS and Android,35350,1,3,Financial,97,3760,1,No,15,No,1,3,3,No
1000895,405,iOS and Android,23975,1,3,Financial,85,17779,3,No,14,No,1,0,36,No
1000896,232,iOS and Android,46620,11,2,Medical,80,6833,1,Yes,12,No,4,0,6,No
1000897,232,iOS and Android,37170,24,3,Medical,96,6812,1,No,19,No,2,0,10,No
1000898,,iOS and Android,11410,1,3,Financial,48,5171,5,No,17,No,4,0,13,No
1000899,322,iOS and Android,32200,1,3,Financial,96,19740,3,No,14,No,2,1,25,No
1000900,367,iOS and Android,38430,1,2,Medical,85,18711,2,No,13,No,3,1,23,No
1000901,270,,16415,1,3,Entertainment,46,3692,1,No,12,No,3,0,12,No
1000902,360,iOS and Android,33915,1,2,Entertainment,76,2559,5,No,11,No,3,0,7,No
1000903,202,iOS and Android,40845,1,2,Financial,76,2517,1,No,11,No,2,3,5,No
1000904,217,iOS and Android,,1,3,Financial,82,6623,1,Yes,11,No,2,2,6,No
1000905,360,iOS and Android,25025,1,3,Financial,76,18265,6,No,12,No,3,0,25,No
1000906,217,iOS and Android,24290,1,3,Financial,87,16124,3,No,14,No,2,2,9,No
1000907,255,iOS and Android,46200,20,3,Entertainment,89,2585,0,No,17,No,4,0,2,No
1000908,330,iOS and Android,38465,1,3,Social media,88,18213,7,No,11,No,3,1,26,No
1000909,247,iOS and Android,18760,10,5,Social media,82,8380,0,Yes,14,No,4,2,10,No
1000910,,iOS and Android,9275,25,3,Financial,57,2994,1,Yes,12,No,4,0,1,No
1000911,,iOS and Android,13055,1,2,Financial,47,1223,1,No,22,Yes,4,1,1,No
1000912,187,iOS,20965,24,1,Financial,73,1118,1,Yes,14,No,4,0,1,Yes
1000913,195,iOS and Android,20405,1,2,Financial,53,2875,1,,20,Yes,2,0,8,No
1000914,,iOS and Android,50715,1,3,Social media,,18824,2,Yes,16,No,1,0,26,Yes
1000915,412,ANDROID,6195,1,1,Medical,,13577,1,Yes,15,No,4,1,34,No
1000916,157,iOS,8785,10,2,Financial,45,2625,1,No,20,Yes,3,0,2,Yes
1000917,345,iOS and Android,5880,1,2,Social media,33,18789,2,No,14,No,3,1,26,No
1000918,255,iOS and Android,4585,1,3,Social media,86,4538,0,Yes,12,No,4,0,4,No
1000919,382,iOS,8295,1,3,Financial,83,19847,4,Yes,24,Yes,1,1,31,No
1000920,,iOS and Android,50015,18,4,Medical,67,10512,6,No,12,No,4,0,25,No
1000921,255,iOS,4725,19,3,Medical,46,4444,4,No,13,No,3,2,15,No
1000922,210,iOS,27685,1,4,Medical,44,2154,0,Yes,11,No,3,0,5,No
1000923,330,iOS and Android,41965,1,2,Financial,92,19190,1,No,14,No,4,2,26,No
1000924,255,iOS,22680,11,3,Financial,56,4490,4,No,11,No,4,2,14,No
1000925,262,iOS and Android,25725,1,1,Financial,66,3506,0,Yes,14,No,4,0,4,No
1000926,,iOS and Android,21105,1,4,Medical,78,2372,6,Yes,16,No,4,0,18,No
1000927,322,iOS and Android,18585,1,4,Social media,56,10231,3,No,14,No,4,0,23,No
1000928,270,iOS and Android,15015,1,4,Financial,53,5410,9,Yes,11,No,4,0,18,No
1000929,330,iOS and Android,21735,15,3,Medical,73,7978,1,No,11,No,4,1,10,Yes
1000930,210,iOS,6755,1,3,Financial,52,3867,1,Yes,12,No,2,1,2,No
1000931,382,iOS,33880,1,2,Medical,40,2838,0,No,14,No,2,0,8,No
1000932,225,ANDROID,30765,1,2,Medical,72,4695,7,Yes,18,No,3,0,10,No
1000933,217,iOS and Android,28210,1,3,Entertainment,39,3339,3,Yes,13,No,1,2,10,Yes
1000934,210,iOS and Android,22400,1,3,Entertainment,84,2080,2,No,11,No,2,0,5,No
1000935,187,iOS and Android,9310,1,3,Medical,40,2096,1,No,18,No,4,0,2,No
1000936,240,iOS and Android,21140,1,3,,56,6209,1,No,15,No,3,2,10,No
1000937,,iOS,12740,25,3,Medical,83,18061,3,No,22,Yes,3,0,22,No
1000938,292,iOS and Android,14420,13,4,Medical,,17123,6,Yes,13,No,4,2,21,No
1000939,435,iOS and Android,29680,23,4,Financial,,2372,1,No,12,No,4,2,2,No
1000940,240,iOS and Android,38115,1,2,Financial,79,4883,1,No,18,No,1,1,10,Yes
1000941,292,iOS and Android,,23,3,Medical,93,3904,0,No,13,No,1,0,6,Yes
1000942,225,iOS and Android,39830,1,3,Entertainment,48,4627,0,No,12,No,1,1,10,No
1000943,270,iOS and Android,11375,10,4,Entertainment,63,7094,3,No,12,No,1,0,10,No
1000944,345,iOS and Android,34685,1,2,Financial,44,3423,6,No,12,No,3,0,10,No
1000945,210,ANDROID,51660,1,3,Financial,55,6674,0,No,11,No,1,3,10,No
1000946,375,iOS and Android,46270,28,3,Financial,43,16880,4,Yes,11,No,2,0,25,No
1000947,300,iOS and Android,10465,25,4,Social media,57,9094,2,Yes,12,No,3,0,9,Yes
1000948,,iOS and Android,36050,1,3,Financial,64,8446,9,Yes,19,No,3,0,10,Yes
1000949,225,iOS and Android,22190,17,4,Medical,95,11916,1,Yes,23,Yes,4,2,9,No
1000950,292,iOS and Android,18340,18,2,Financial,32,4534,0,No,11,No,1,0,9,No
1000951,232,ANDROID,20545,1,4,Financial,57,9852,1,Yes,19,No,1,1,10,No
1000952,307,ANDROID,8960,10,2,Medical,40,6151,1,No,13,No,1,0,19,No
1000953,232,iOS,37100,1,3,Financial,54,2302,1,Yes,11,No,1,0,3,Yes
1000954,330,iOS and Android,,1,3,Financial,89,2362,4,No,12,No,3,0,10,Yes
1000955,,ANDROID,17325,1,1,Financial,37,17861,0,Yes,13,No,4,0,21,No
1000956,412,iOS and Android,9870,1,2,Medical,58,19187,4,No,14,No,4,1,23,No
1000957,,iOS and Android,7210,1,4,Financial,99,19717,6,No,14,No,1,0,36,No
1000958,300,ANDROID,16030,16,2,Financial,74,3544,9,No,16,No,2,1,6,No
1000959,255,iOS and Android,33005,1,3,Financial,86,8500,0,No,11,No,4,1,10,No
1000960,300,iOS and Android,18305,1,3,Financial,98,4661,1,No,13,No,3,0,9,No
1000961,307,iOS,35630,1,3,Social media,66,4103,0,,17,No,4,1,10,No
1000962,262,iOS,16870,1,4,Financial,87,4249,1,Yes,11,No,2,0,9,No
1000963,382,iOS and Android,26950,1,3,Financial,84,14026,1,Yes,11,No,2,1,33,No
1000964,285,iOS and Android,35315,1,2,Financial,31,6893,3,No,15,No,4,1,11,No
1000965,255,iOS and Android,17745,15,2,Medical,66,6125,1,No,12,No,4,0,10,No
1000966,187,iOS and Android,30870,19,1,Medical,67,3669,3,No,11,No,3,3,7,No
1000967,435,iOS and Android,21035,1,4,Medical,53,10008,7,Yes,14,No,4,0,31,Yes
1000968,300,iOS and Android,11515,1,4,Financial,88,2387,3,No,22,Yes,3,1,7,No
1000969,270,iOS,21245,1,3,Social media,83,4639,2,No,16,No,4,1,17,No
1000970,360,iOS and Android,29925,1,3,Financial,54,7898,1,No,11,No,3,0,11,No
1000971,202,iOS and Android,45185,11,3,Medical,98,2534,8,No,14,No,2,1,5,No
1000972,382,iOS and Android,49175,11,2,OTT,82,13142,3,No,16,No,2,0,29,No
1000973,,,39340,1,3,Financial,97,1611,1,No,15,No,3,0,0,No
1000974,262,iOS and Android,28595,1,3,Medical,60,5363,0,No,12,No,2,1,10,No
1000975,202,iOS,27755,1,1,Financial,43,5071,3,No,20,Yes,2,0,8,No
1000976,412,iOS and Android,9345,,4,Social media,85,13695,6,Yes,17,No,3,0,24,Yes
1000977,,iOS and Android,,23,3,Financial,68,13402,4,Yes,12,No,1,1,33,No
1000978,255,ANDROID,34965,,1,Entertainment,92,2029,1,No,20,Yes,3,3,5,No
1000979,300,iOS and Android,42070,1,1,Medical,89,6377,5,No,20,Yes,2,3,15,No
1000980,255,iOS and Android,,29,3,Medical,86,5429,4,No,13,No,1,2,10,No
1000981,232,iOS,24605,1,3,Financial,90,2785,7,No,14,No,3,0,3,Yes
1000982,262,iOS,,18,4,Social media,67,4614,0,Yes,18,No,3,1,5,Yes
1000983,285,iOS,24255,1,3,Financial,57,2610,1,No,11,No,4,3,4,No
1000984,255,iOS and Android,14140,1,4,Entertainment,98,6687,1,No,11,No,4,0,14,No
1000985,210,iOS and Android,25760,26,3,Financial,48,4724,1,,11,No,3,1,5,No
1000986,232,iOS and Android,11550,22,4,Medical,,6179,1,Yes,15,No,4,2,10,Yes
1000987,292,iOS and Android,252430,21,4,Financial,,6120,3,Yes,12,No,4,2,8,No
1000988,382,iOS,18935,1,3,Social media,52,10596,2,No,11,No,2,0,14,No
1000989,307,iOS,42000,22,3,Financial,75,5467,3,Yes,14,No,1,2,12,No
1000990,277,iOS and Android,50365,1,1,Financial,54,2996,7,Yes,15,No,4,0,8,No
1000991,247,iOS,38885,1,1,Financial,61,9998,6,No,13,No,1,0,8,No
1000992,240,iOS and Android,17465,1,1,Social media,36,4078,0,Yes,13,No,1,3,4,No
1000993,292,ANDROID,51975,25,2,Financial,71,10920,3,No,21,Yes,2,1,13,No
1000994,187,iOS and Android,48020,18,1,Financial,93,6232,2,No,11,No,2,0,6,No
1000995,,iOS,,28,2,Medical,59,13247,2,Yes,11,No,2,1,24,No
1000996,322,iOS and Android,32550,1,3,Medical,73,4081,1,Yes,14,No,1,0,20,No
1000997,202,iOS and Android,7175,10,3,Social media,98,5769,1,Yes,11,No,4,0,6,No
1000998,202,iOS and Android,4725,17,4,Financial,51,2394,1,Yes,13,No,4,0,8,Yes
1000999,195,iOS and Android,23905,1,1,Medical,36,3904,0,No,12,No,4,0,5,No
1001000,,iOS and Android,40145,10,3,Tour and Travel,31,16799,0,No,14,No,3,1,21,No
1001001,,iOS and Android,9030,1,4,Other,54,2950,9,No,13,No,3,0,12,No
1001002,277,iOS and Android,51170,11,3,Medical,94,3629,4,No,18,No,1,0,8,No
1001003,262,iOS,7000,18,2,Financial,60,9362,2,No,11,No,3,0,10,No
1001004,187,iOS and Android,33215,1,3,Entertainment,81,3229,4,No,11,No,2,1,7,No
1001005,195,iOS and Android,22820,1,3,Other,100,3578,0,No,12,No,4,0,8,No
1001006,217,iOS and Android,11620,17,3,Other,51,7988,1,No,13,No,1,0,10,No
1001007,367,iOS,51625,28,2,Financial,97,4284,3,No,20,Yes,1,0,20,Yes
1001008,217,iOS,11795,14,1,Other,84,7553,0,Yes,12,No,1,0,9,Yes
1001009,405,iOS and Android,33985,1,3,Medical,54,17328,6,No,19,No,4,0,29,No
1001010,435,iOS and Android,36925,1,3,Medical,,19701,3,Yes,21,Yes,3,1,32,No
1001011,412,iOS and Android,39760,1,4,Medical,,14732,2,No,13,No,4,2,31,No
1001012,270,iOS and Android,,1,4,Social media,99,9278,3,Yes,16,No,4,0,15,No
1001013,232,iOS,,1,4,Financial,50,1359,1,No,12,No,2,0,1,Yes
1001014,225,iOS and Android,29925,1,4,Social media,73,4779,7,No,14,No,2,2,8,No
1001015,232,iOS and Android,6370,1,5,Financial,93,16422,3,No,11,No,3,0,9,No
1001016,255,iOS,19600,1,4,Other,91,2996,5,No,14,No,3,2,10,No
1001017,232,iOS and Android,7070,1,3,Financial,34,1261,1,No,12,No,3,0,1,Yes
1001018,202,iOS and Android,48195,11,1,Financial,91,2099,0,No,14,No,2,0,6,No
1001019,270,iOS and Android,6020,1,4,Financial,37,5810,1,No,16,No,3,0,10,No
1001020,270,iOS and Android,11515,16,4,Social media,98,5647,4,No,13,No,1,2,11,No
1001021,352,iOS and Android,16275,1,3,Entertainment,74,3420,7,No,12,No,3,1,17,No
1001022,187,iOS and Android,13405,1,2,Financial,68,4400,3,No,12,No,1,0,6,Yes
1001023,277,ANDROID,,1,2,Entertainment,84,3500,0,No,14,No,1,0,7,No
1001024,,iOS and Android,43925,1,2,Financial,90,2066,2,No,22,Yes,4,1,5,No
1001025,352,iOS and Android,,1,4,Medical,82,17169,3,No,19,No,2,2,26,No
1001026,180,iOS and Android,51660,1,1,Medical,42,4162,1,Yes,12,No,3,2,5,No
1001027,240,iOS and Android,21035,1,5,Social media,97,9204,4,No,12,No,3,1,7,No
1001028,255,iOS and Android,14035,1,3,Financial,86,3294,5,No,17,No,1,1,7,No
1001029,307,iOS and Android,44905,1,5,Medical,90,2127,2,Yes,12,No,1,0,7,No
1001030,300,ANDROID,23205,1,4,Other,81,3975,3,No,11,No,3,2,11,No
1001031,232,iOS and Android,11410,1,2,Financial,31,10793,1,No,18,No,1,1,13,No
1001032,345,iOS and Android,13195,1,3,,52,10096,4,No,11,No,1,1,28,Yes
1001033,292,ANDROID,20720,1,3,Financial,54,3646,2,,23,Yes,2,0,11,Yes
1001034,232,iOS,50575,1,5,Financial,,7446,1,No,11,No,1,0,10,Yes
1001035,,iOS and Android,36330,20,3,Medical,,10851,2,Yes,18,No,2,1,24,No
1001036,232,iOS and Android,48930,1,2,Medical,96,2109,9,No,18,No,4,0,8,No
1001037,232,iOS,18305,1,3,Financial,94,3722,6,Yes,13,No,3,1,7,Yes
1001038,,iOS and Android,50680,29,3,Entertainment,55,9380,4,Yes,18,No,4,2,10,No
1001039,360,iOS and Android,42735,1,3,Social media,96,5486,4,No,11,No,1,3,15,No
1001040,255,iOS and Android,38745,1,4,Entertainment,52,2742,1,No,15,No,4,0,2,Yes
1001041,300,ANDROID,7630,1,1,Medical,55,13757,2,No,11,No,3,1,16,No
1001042,210,iOS and Android,30310,1,3,Medical,84,8463,0,No,18,No,4,0,6,No
1001043,330,ANDROID,34335,1,3,Financial,90,3162,3,No,14,No,4,0,7,No
1001044,397,iOS and Android,15645,1,3,Medical,39,16598,4,No,12,No,2,0,35,No
1001045,367,,52325,1,4,Entertainment,96,6651,2,No,14,No,2,1,20,No
1001046,300,iOS and Android,31360,1,3,Medical,68,2345,2,No,14,No,3,1,8,No
1001047,330,iOS and Android,51345,20,3,Financial,49,3420,1,No,13,No,3,0,6,No
1001048,247,iOS,15050,1,3,Medical,54,4373,0,No,14,No,1,2,5,No
1001049,255,iOS and Android,46410,1,3,Other,81,4759,3,No,18,No,4,0,15,No
1001050,225,iOS and Android,,16,1,Financial,96,5301,8,No,15,No,3,2,4,No
1001051,,iOS,26180,1,2,Medical,74,3673,1,No,13,No,3,0,12,No
1001052,330,iOS,13405,1,5,Social media,79,4768,7,No,12,No,3,1,11,No
1001053,225,ANDROID,34650,1,3,Entertainment,64,1274,1,No,13,No,2,2,1,No
1001054,427,iOS and Android,14175,1,2,Financial,93,4900,0,No,24,Yes,1,1,13,No
1001055,367,iOS and Android,52150,1,4,Financial,35,10466,3,No,14,No,2,2,29,No
1001056,255,iOS,29015,15,3,Medical,71,17007,7,No,14,No,4,2,16,No
1001057,210,iOS,52360,1,3,Entertainment,92,2909,3,,15,No,4,1,5,Yes
1001058,217,iOS,,13,3,Entertainment,51,5765,5,No,11,No,1,0,7,Yes
1001059,255,iOS and Android,27650,24,4,Medical,40,4599,0,Yes,23,Yes,3,0,16,Yes
1001060,262,iOS and Android,23100,1,1,Financial,76,2404,1,No,13,No,1,1,1,No
1001061,180,iOS,13335,1,3,Medical,89,3172,2,Yes,11,No,3,0,4,Yes
1001062,180,ANDROID,29050,13,2,Financial,78,2033,1,No,13,No,3,1,1,No
1001063,330,iOS,41755,1,1,Medical,86,10209,5,Yes,18,No,2,0,16,No
